id,homonym,judge_meaning,suprisal_GPT2_large,average,sentence,modified_sentence
906,bombshell,an entertainer who has a sensational effect,3.9897823333740234,4.2,"As soon as the bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base.","As soon as the [an entertainer who has a sensational effect] bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base."
907,bombshell,an explosive bomb or artillery shell,4.0546650886535645,2.4,"As soon as the bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base.","As soon as the [an explosive bomb or artillery shell] bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base."
908,bombshell,an entertainer who has a sensational effect,3.83139967918396,3.4,"As soon as the bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base.","As soon as the [an entertainer who has a sensational effect] bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base."
909,bombshell,an explosive bomb or artillery shell,3.8620433807373047,2.6,"As soon as the bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base.","As soon as the [an explosive bomb or artillery shell] bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base."
910,bombshell,an entertainer who has a sensational effect,4.005366802215576,3.8,"As soon as the bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base.","As soon as the [an entertainer who has a sensational effect] bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base."
911,bombshell,an explosive bomb or artillery shell,4.045844078063965,2.2,"As soon as the bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base.","As soon as the [an explosive bomb or artillery shell] bombshell made his entrance at the dinner night, the entire hall erupted, and thereafter a distant noise overshadowed the noise from the hall, hinting at an explosion from the nearby military base."
912,bombshell,an entertainer who has a sensational effect,3.0467958450317383,4.8,A man was walking down the road when he noticed a bombshell on the other side of the road.,A man was walking down the road when he noticed a [an entertainer who has a sensational effect] bombshell on the other side of the road.
913,bombshell,an explosive bomb or artillery shell,3.0712358951568604,1.4,A man was walking down the road when he noticed a bombshell on the other side of the road.,A man was walking down the road when he noticed a [an explosive bomb or artillery shell] bombshell on the other side of the road.
914,bombshell,an entertainer who has a sensational effect,3.1494596004486084,1.0,A man was walking down the road when he noticed a bombshell on the other side of the road.,A man was walking down the road when he noticed a [an entertainer who has a sensational effect] bombshell on the other side of the road.
915,bombshell,an explosive bomb or artillery shell,2.9780962467193604,5.0,A man was walking down the road when he noticed a bombshell on the other side of the road.,A man was walking down the road when he noticed a [an explosive bomb or artillery shell] bombshell on the other side of the road.
916,bombshell,an entertainer who has a sensational effect,3.149350166320801,3.2,A man was walking down the road when he noticed a bombshell on the other side of the road.,A man was walking down the road when he noticed a [an entertainer who has a sensational effect] bombshell on the other side of the road.
917,bombshell,an explosive bomb or artillery shell,3.0636065006256104,2.2,A man was walking down the road when he noticed a bombshell on the other side of the road.,A man was walking down the road when he noticed a [an explosive bomb or artillery shell] bombshell on the other side of the road.
918,bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,4.002974510192871,5.0,The bird flew behind the bush.,The [warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings] bird flew behind the bush.
919,bird,badminton equipment consisting of a ball of cork or rubber with a crown of feathers,4.014491081237793,1.2,The bird flew behind the bush.,The [badminton equipment consisting of a ball of cork or rubber with a crown of feathers] bird flew behind the bush.
920,bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,3.9559082984924316,2.8,The bird flew behind the bush.,The [warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings] bird flew behind the bush.
921,bird,badminton equipment consisting of a ball of cork or rubber with a crown of feathers,3.9301645755767822,4.8,The bird flew behind the bush.,The [badminton equipment consisting of a ball of cork or rubber with a crown of feathers] bird flew behind the bush.
922,bird,warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings,4.190109729766846,5.0,The bird flew behind the bush.,The [warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings] bird flew behind the bush.
923,bird,badminton equipment consisting of a ball of cork or rubber with a crown of feathers,4.2216267585754395,1.4,The bird flew behind the bush.,The [badminton equipment consisting of a ball of cork or rubber with a crown of feathers] bird flew behind the bush.
924,standards,the ideal in terms of which something can be judged,3.312986373901367,5.0,The players played well under the standards set by the captain.,The players played well under the [the ideal in terms of which something can be judged] standards set by the captain.
925,standards,any distinctive flag,3.3336234092712402,1.0,The players played well under the standards set by the captain.,The players played well under the [any distinctive flag] standards set by the captain.
926,standards,the ideal in terms of which something can be judged,3.556074619293213,4.6,The players played well under the standards set by the captain.,The players played well under the [the ideal in terms of which something can be judged] standards set by the captain.
927,standards,any distinctive flag,3.493572235107422,1.6,The players played well under the standards set by the captain.,The players played well under the [any distinctive flag] standards set by the captain.
928,standards,the ideal in terms of which something can be judged,3.484703779220581,4.8,The players played well under the standards set by the captain.,The players played well under the [the ideal in terms of which something can be judged] standards set by the captain.
929,standards,any distinctive flag,3.5212607383728027,1.2,The players played well under the standards set by the captain.,The players played well under the [any distinctive flag] standards set by the captain.
930,standard,the ideal in terms of which something can be judged,4.2559943199157715,3.2,The person upheld the standard required for the particular task.,The person upheld the [the ideal in terms of which something can be judged] standard required for the particular task.
931,standard,any distinctive flag,4.293351650238037,3.4,The person upheld the standard required for the particular task.,The person upheld the [any distinctive flag] standard required for the particular task.
932,standard,the ideal in terms of which something can be judged,4.365383148193359,3.6,The person upheld the standard required for the particular task.,The person upheld the [the ideal in terms of which something can be judged] standard required for the particular task.
933,standard,any distinctive flag,4.434347629547119,3.4,The person upheld the standard required for the particular task.,The person upheld the [any distinctive flag] standard required for the particular task.
934,standard,the ideal in terms of which something can be judged,4.641162872314453,4.0,The person upheld the standard required for the particular task.,The person upheld the [the ideal in terms of which something can be judged] standard required for the particular task.
935,standard,any distinctive flag,4.798023700714111,2.2,The person upheld the standard required for the particular task.,The person upheld the [any distinctive flag] standard required for the particular task.
936,bugs,general term for any insect or similar creeping or crawling invertebrate,3.611149549484253,3.0,The monitoring system detected a few bugs.,The monitoring system detected a few [general term for any insect or similar creeping or crawling invertebrate] bugs.
937,bugs,"a fault or defect in a computer program, system, or machine",3.5796308517456055,4.4,The monitoring system detected a few bugs.,The monitoring system detected a few [a fault or defect in a computer program] bugs.
938,bugs,general term for any insect or similar creeping or crawling invertebrate,3.52522873878479,1.0,The monitoring system detected a few bugs.,The monitoring system detected a few [general term for any insect or similar creeping or crawling invertebrate] bugs.
939,bugs,"a fault or defect in a computer program, system, or machine",3.3964619636535645,4.2,The monitoring system detected a few bugs.,The monitoring system detected a few [a fault or defect in a computer program] bugs.
940,bugs,general term for any insect or similar creeping or crawling invertebrate,3.4414687156677246,1.3333333333333333,The monitoring system detected a few bugs.,The monitoring system detected a few [general term for any insect or similar creeping or crawling invertebrate] bugs.
941,bugs,"a fault or defect in a computer program, system, or machine",3.3642377853393555,4.8,The monitoring system detected a few bugs.,The monitoring system detected a few [a fault or defect in a computer program] bugs.
942,bugs,general term for any insect or similar creeping or crawling invertebrate,3.019334554672241,3.6,She asked her friend to help her get rid of the bugs.,She asked her friend to help her get rid of the [general term for any insect or similar creeping or crawling invertebrate] bugs.
943,bugs,"a fault or defect in a computer program, system, or machine",3.0056166648864746,2.0,She asked her friend to help her get rid of the bugs.,She asked her friend to help her get rid of the [a fault or defect in a computer program] bugs.
944,bugs,general term for any insect or similar creeping or crawling invertebrate,3.0856897830963135,1.0,She asked her friend to help her get rid of the bugs.,She asked her friend to help her get rid of the [general term for any insect or similar creeping or crawling invertebrate] bugs.
945,bugs,"a fault or defect in a computer program, system, or machine",2.950169324874878,4.8,She asked her friend to help her get rid of the bugs.,She asked her friend to help her get rid of the [a fault or defect in a computer program] bugs.
946,bugs,general term for any insect or similar creeping or crawling invertebrate,3.1370773315429688,2.4,She asked her friend to help her get rid of the bugs.,She asked her friend to help her get rid of the [general term for any insect or similar creeping or crawling invertebrate] bugs.
947,bugs,"a fault or defect in a computer program, system, or machine",3.0015079975128174,4.6,She asked her friend to help her get rid of the bugs.,She asked her friend to help her get rid of the [a fault or defect in a computer program] bugs.
948,bug,general term for any insect or similar creeping or crawling invertebrate,3.2597222328186035,4.8,The workers were hindered because of the bug.,The workers were hindered because of the [general term for any insect or similar creeping or crawling invertebrate] bug.
949,bug,"a fault or defect in a computer program, system, or machine",3.445286512374878,1.0,The workers were hindered because of the bug.,The workers were hindered because of the [a fault or defect in a computer program] bug.
950,bug,general term for any insect or similar creeping or crawling invertebrate,3.4740853309631348,1.4,The workers were hindered because of the bug.,The workers were hindered because of the [general term for any insect or similar creeping or crawling invertebrate] bug.
951,bug,"a fault or defect in a computer program, system, or machine",3.418515920639038,4.8,The workers were hindered because of the bug.,The workers were hindered because of the [a fault or defect in a computer program] bug.
952,bug,general term for any insect or similar creeping or crawling invertebrate,3.476616382598877,3.0,The workers were hindered because of the bug.,The workers were hindered because of the [general term for any insect or similar creeping or crawling invertebrate] bug.
953,bug,"a fault or defect in a computer program, system, or machine",3.5639734268188477,2.8,The workers were hindered because of the bug.,The workers were hindered because of the [a fault or defect in a computer program] bug.
954,bug,general term for any insect or similar creeping or crawling invertebrate,3.097311496734619,2.0,He found a safe way to remove the bug from his computer.,He found a safe way to remove the [general term for any insect or similar creeping or crawling invertebrate] bug from his computer.
955,bug,"a fault or defect in a computer program, system, or machine",3.0640084743499756,4.2,He found a safe way to remove the bug from his computer.,He found a safe way to remove the [a fault or defect in a computer program] bug from his computer.
956,bug,general term for any insect or similar creeping or crawling invertebrate,3.10490345954895,3.0,He found a safe way to remove the bug from his computer.,He found a safe way to remove the [general term for any insect or similar creeping or crawling invertebrate] bug from his computer.
957,bug,"a fault or defect in a computer program, system, or machine",3.0745882987976074,4.4,He found a safe way to remove the bug from his computer.,He found a safe way to remove the [a fault or defect in a computer program] bug from his computer.
958,bug,general term for any insect or similar creeping or crawling invertebrate,3.0861456394195557,2.8,He found a safe way to remove the bug from his computer.,He found a safe way to remove the [general term for any insect or similar creeping or crawling invertebrate] bug from his computer.
959,bug,"a fault or defect in a computer program, system, or machine",3.0608747005462646,4.2,He found a safe way to remove the bug from his computer.,He found a safe way to remove the [a fault or defect in a computer program] bug from his computer.
960,slice,a serving that has been cut from a larger portion,3.2507898807525635,5.0,Evan was not happy with his slice.,Evan was not happy with his [a serving that has been cut from a larger portion] slice.
961,slice,a golf shot that curves to the right for a right-handed golfer,3.2435302734375,1.0,Evan was not happy with his slice.,Evan was not happy with his [a golf shot that curves to the right for a right-handed golfer] slice.
962,slice,a serving that has been cut from a larger portion,3.3883676528930664,1.8,Evan was not happy with his slice.,Evan was not happy with his [a serving that has been cut from a larger portion] slice.
963,slice,a golf shot that curves to the right for a right-handed golfer,3.27093243598938,4.0,Evan was not happy with his slice.,Evan was not happy with his [a golf shot that curves to the right for a right-handed golfer] slice.
964,slice,a serving that has been cut from a larger portion,3.3771305084228516,2.6,Evan was not happy with his slice.,Evan was not happy with his [a serving that has been cut from a larger portion] slice.
965,slice,a golf shot that curves to the right for a right-handed golfer,3.2844579219818115,2.8,Evan was not happy with his slice.,Evan was not happy with his [a golf shot that curves to the right for a right-handed golfer] slice.
966,impact,the striking of one body against another,3.6053273677825928,1.8,The impact of the strike could be devastating.,The [the striking of one body against another] impact of the strike could be devastating.
967,impact,a forceful consequence; a strong effect,3.599266290664673,4.6,The impact of the strike could be devastating.,The [a forceful consequence; a strong effect] impact of the strike could be devastating.
968,impact,the striking of one body against another,3.4285993576049805,2.2,The impact of the strike could be devastating.,The [the striking of one body against another] impact of the strike could be devastating.
969,impact,a forceful consequence; a strong effect,3.45768666267395,5.0,The impact of the strike could be devastating.,The [a forceful consequence; a strong effect] impact of the strike could be devastating.
970,impact,the striking of one body against another,3.6866061687469482,1.2,The impact of the strike could be devastating.,The [the striking of one body against another] impact of the strike could be devastating.
971,impact,a forceful consequence; a strong effect,3.7307217121124268,5.0,The impact of the strike could be devastating.,The [a forceful consequence; a strong effect] impact of the strike could be devastating.
972,bit,a small piece or quantity of something,3.2984304428100586,3.0,The horse did not like that bit.,The horse did not like that [a small piece or quantity of something] bit.
973,bit,piece of metal held in horse's mouth by reins and used to control the horse while riding,3.251368999481201,1.8,The horse did not like that bit.,The horse did not like that [piece of metal held in horse's mouth by reins and used to control the horse while riding] bit.
974,bit,a small piece or quantity of something,3.698669195175171,1.6,The horse did not like that bit.,The horse did not like that [a small piece or quantity of something] bit.
975,bit,piece of metal held in horse's mouth by reins and used to control the horse while riding,3.5662474632263184,3.2,The horse did not like that bit.,The horse did not like that [piece of metal held in horse's mouth by reins and used to control the horse while riding] bit.
976,bit,a small piece or quantity of something,3.5557010173797607,3.0,The horse did not like that bit.,The horse did not like that [a small piece or quantity of something] bit.
977,bit,piece of metal held in horse's mouth by reins and used to control the horse while riding,3.4519827365875244,2.8,The horse did not like that bit.,The horse did not like that [piece of metal held in horse's mouth by reins and used to control the horse while riding] bit.
978,bit,a small piece or quantity of something,2.8034207820892334,3.4,He picked up the bit from the ground and examined it closely.,He picked up the [a small piece or quantity of something] bit from the ground and examined it closely.
979,bit,piece of metal held in horse's mouth by reins and used to control the horse while riding,2.8187637329101562,1.4,He picked up the bit from the ground and examined it closely.,He picked up the [piece of metal held in horse's mouth by reins and used to control the horse while riding] bit from the ground and examined it closely.
980,bit,a small piece or quantity of something,2.788707733154297,2.6,He picked up the bit from the ground and examined it closely.,He picked up the [a small piece or quantity of something] bit from the ground and examined it closely.
981,bit,piece of metal held in horse's mouth by reins and used to control the horse while riding,2.786294937133789,4.8,He picked up the bit from the ground and examined it closely.,He picked up the [piece of metal held in horse's mouth by reins and used to control the horse while riding] bit from the ground and examined it closely.
982,bit,a small piece or quantity of something,2.8800973892211914,3.8,He picked up the bit from the ground and examined it closely.,He picked up the [a small piece or quantity of something] bit from the ground and examined it closely.
983,bit,piece of metal held in horse's mouth by reins and used to control the horse while riding,2.8779942989349365,2.8,He picked up the bit from the ground and examined it closely.,He picked up the [piece of metal held in horse's mouth by reins and used to control the horse while riding] bit from the ground and examined it closely.
984,knockout,a very attractive or seductive looking woman,3.7902495861053467,2.2,Her knockout allowed her to win the game.,Her [a very attractive or seductive looking woman] knockout allowed her to win the game.
985,knockout,a blow that renders the opponent unconscious,3.8552098274230957,3.4,Her knockout allowed her to win the game.,Her [a blow that renders the opponent unconscious] knockout allowed her to win the game.
986,knockout,a very attractive or seductive looking woman,3.585540771484375,1.6,Her knockout allowed her to win the game.,Her [a very attractive or seductive looking woman] knockout allowed her to win the game.
987,knockout,a blow that renders the opponent unconscious,3.5571041107177734,4.2,Her knockout allowed her to win the game.,Her [a blow that renders the opponent unconscious] knockout allowed her to win the game.
988,knockout,a very attractive or seductive looking woman,3.841789484024048,2.0,Her knockout allowed her to win the game.,Her [a very attractive or seductive looking woman] knockout allowed her to win the game.
989,knockout,a blow that renders the opponent unconscious,3.800389528274536,4.0,Her knockout allowed her to win the game.,Her [a blow that renders the opponent unconscious] knockout allowed her to win the game.
990,knockout,a very attractive or seductive looking woman,3.357680559158325,4.8,She walked into the room and was met with a total knockout.,She walked into the room and was met with a total [a very attractive or seductive looking woman] knockout.
991,knockout,a blow that renders the opponent unconscious,3.332256317138672,1.6,She walked into the room and was met with a total knockout.,She walked into the room and was met with a total [a blow that renders the opponent unconscious] knockout.
992,knockout,a very attractive or seductive looking woman,3.2875430583953857,3.2,She walked into the room and was met with a total knockout.,She walked into the room and was met with a total [a very attractive or seductive looking woman] knockout.
993,knockout,a blow that renders the opponent unconscious,3.216820001602173,2.0,She walked into the room and was met with a total knockout.,She walked into the room and was met with a total [a blow that renders the opponent unconscious] knockout.
994,knockout,a very attractive or seductive looking woman,3.298316240310669,3.4,She walked into the room and was met with a total knockout.,She walked into the room and was met with a total [a very attractive or seductive looking woman] knockout.
995,knockout,a blow that renders the opponent unconscious,3.280358076095581,1.2,She walked into the room and was met with a total knockout.,She walked into the room and was met with a total [a blow that renders the opponent unconscious] knockout.
996,knockout,a very attractive or seductive looking woman,3.1199605464935303,3.8,The knockout was something they had never seen before.,The [a very attractive or seductive looking woman] knockout was something they had never seen before.
997,knockout,a blow that renders the opponent unconscious,3.216477394104004,1.6,The knockout was something they had never seen before.,The [a blow that renders the opponent unconscious] knockout was something they had never seen before.
998,knockout,a very attractive or seductive looking woman,3.143406391143799,1.0,The knockout was something they had never seen before.,The [a very attractive or seductive looking woman] knockout was something they had never seen before.
999,knockout,a blow that renders the opponent unconscious,3.0455849170684814,4.8,The knockout was something they had never seen before.,The [a blow that renders the opponent unconscious] knockout was something they had never seen before.
1000,knockout,a very attractive or seductive looking woman,3.243513822555542,1.8,The knockout was something they had never seen before.,The [a very attractive or seductive looking woman] knockout was something they had never seen before.
1001,knockout,a blow that renders the opponent unconscious,3.167989730834961,4.6,The knockout was something they had never seen before.,The [a blow that renders the opponent unconscious] knockout was something they had never seen before.
1002,hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,3.967332601547241,4.8,"The meeting was intense, and it was getting hot in the room.","The meeting was intense, and it was getting [used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning] hot in the room."
1003,hot,extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm,4.045955657958984,2.2,"The meeting was intense, and it was getting hot in the room.","The meeting was intense, and it was getting [extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm] hot in the room."
1004,hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,4.062496185302734,4.0,"The meeting was intense, and it was getting hot in the room.","The meeting was intense, and it was getting [used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning] hot in the room."
1005,hot,extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm,4.089919090270996,3.4,"The meeting was intense, and it was getting hot in the room.","The meeting was intense, and it was getting [extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm] hot in the room."
1006,hot,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning,4.229473114013672,3.6,"The meeting was intense, and it was getting hot in the room.","The meeting was intense, and it was getting [used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning] hot in the room."
1007,hot,extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm,4.269872188568115,3.2,"The meeting was intense, and it was getting hot in the room.","The meeting was intense, and it was getting [extended meanings; especially of psychological heat; marked by intensity or vehemence especially of passion or enthusiasm] hot in the room."
1008,conviction,an unshakable belief in something without need for proof or evidence,3.341954231262207,3.4,The man questioned Mia's conviction.,The man questioned Mia's [an unshakable belief in something without need for proof or evidence] conviction.
1009,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.4208602905273438,3.0,The man questioned Mia's conviction.,The man questioned Mia's [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] conviction.
1010,conviction,an unshakable belief in something without need for proof or evidence,3.1138195991516113,4.4,The man questioned Mia's conviction.,The man questioned Mia's [an unshakable belief in something without need for proof or evidence] conviction.
1011,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.214623212814331,2.8,The man questioned Mia's conviction.,The man questioned Mia's [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] conviction.
1012,conviction,an unshakable belief in something without need for proof or evidence,3.462559938430786,3.6,The man questioned Mia's conviction.,The man questioned Mia's [an unshakable belief in something without need for proof or evidence] conviction.
1013,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.5177414417266846,2.8,The man questioned Mia's conviction.,The man questioned Mia's [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] conviction.
1014,conviction,an unshakable belief in something without need for proof or evidence,3.2238221168518066,3.4,"Despite their conviction, their life didn't change.","Despite their [an unshakable belief in something without need for proof or evidence] conviction, their life didn't change."
1015,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.3193166255950928,3.4,"Despite their conviction, their life didn't change.","Despite their [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] conviction, their life didn't change."
1016,conviction,an unshakable belief in something without need for proof or evidence,3.152318000793457,2.0,"Despite their conviction, their life didn't change.","Despite their [an unshakable belief in something without need for proof or evidence] conviction, their life didn't change."
1017,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.1785075664520264,4.2,"Despite their conviction, their life didn't change.","Despite their [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] conviction, their life didn't change."
1018,conviction,an unshakable belief in something without need for proof or evidence,3.259822368621826,4.2,"Despite their conviction, their life didn't change.","Despite their [an unshakable belief in something without need for proof or evidence] conviction, their life didn't change."
1019,conviction,(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed,3.3794307708740234,1.6,"Despite their conviction, their life didn't change.","Despite their [(criminal law) a final judgment of guilty in a criminal case and the punishment that is imposed] conviction, their life didn't change."
1020,bloomers,a flower that blooms in a particular way,3.067322015762329,3.8,The woman in the shop held up some bloomers for consideration.,The woman in the shop held up some [a flower that blooms in a particular way] bloomers for consideration.
1021,bloomers,underpants worn by women,3.285315990447998,1.4,The woman in the shop held up some bloomers for consideration.,The woman in the shop held up some [underpants worn by women] bloomers for consideration.
1022,bloomers,a flower that blooms in a particular way,3.398174524307251,1.6,The woman in the shop held up some bloomers for consideration.,The woman in the shop held up some [a flower that blooms in a particular way] bloomers for consideration.
1023,bloomers,underpants worn by women,3.5754005908966064,4.4,The woman in the shop held up some bloomers for consideration.,The woman in the shop held up some [underpants worn by women] bloomers for consideration.
1024,bloomers,a flower that blooms in a particular way,3.345573663711548,3.0,The woman in the shop held up some bloomers for consideration.,The woman in the shop held up some [a flower that blooms in a particular way] bloomers for consideration.
1025,bloomers,underpants worn by women,3.602411985397339,4.4,The woman in the shop held up some bloomers for consideration.,The woman in the shop held up some [underpants worn by women] bloomers for consideration.
1026,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,4.013297080993652,4.4,She really hates dressing!,She really hates [savory dressings for salads; basically of two kinds] dressing!
1027,dressing,the activity of getting dressed; putting on clothes,3.9405577182769775,2.2,She really hates dressing!,She really hates [the activity of getting dressed; putting on clothes] dressing!
1028,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,4.336294174194336,1.8,She really hates dressing!,She really hates [savory dressings for salads; basically of two kinds] dressing!
1029,dressing,the activity of getting dressed; putting on clothes,4.099603176116943,4.6,She really hates dressing!,She really hates [the activity of getting dressed; putting on clothes] dressing!
1030,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,4.372535228729248,2.2,She really hates dressing!,She really hates [savory dressings for salads; basically of two kinds] dressing!
1031,dressing,the activity of getting dressed; putting on clothes,4.140389919281006,4.4,She really hates dressing!,She really hates [the activity of getting dressed; putting on clothes] dressing!
1032,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,3.4926109313964844,3.4,"At the supermarket, Jane thought about dressing for dinner.","At the supermarket, Jane thought about [savory dressings for salads; basically of two kinds] dressing for dinner."
1033,dressing,the activity of getting dressed; putting on clothes,3.245201826095581,2.0,"At the supermarket, Jane thought about dressing for dinner.","At the supermarket, Jane thought about [the activity of getting dressed; putting on clothes] dressing for dinner."
1034,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,3.5465586185455322,1.2,"At the supermarket, Jane thought about dressing for dinner.","At the supermarket, Jane thought about [savory dressings for salads; basically of two kinds] dressing for dinner."
1035,dressing,the activity of getting dressed; putting on clothes,3.2535972595214844,4.4,"At the supermarket, Jane thought about dressing for dinner.","At the supermarket, Jane thought about [the activity of getting dressed; putting on clothes] dressing for dinner."
1036,dressing,savory dressings for salads; basically of two kinds: either the thin French or vinaigrette type or the creamy mayonnaise type,3.733175754547119,2.6,"At the supermarket, Jane thought about dressing for dinner.","At the supermarket, Jane thought about [savory dressings for salads; basically of two kinds] dressing for dinner."
1037,dressing,the activity of getting dressed; putting on clothes,3.3663382530212402,4.0,"At the supermarket, Jane thought about dressing for dinner.","At the supermarket, Jane thought about [the activity of getting dressed; putting on clothes] dressing for dinner."
1038,columns,an article giving opinions or perspectives,3.5564699172973633,1.2,She walked past the columns at the front of the building.,She walked past the [an article giving opinions or perspectives] columns at the front of the building.
1039,columns,(architecture) a tall vertical cylindrical structure standing upright and used to support a structure,3.5601563453674316,4.0,She walked past the columns at the front of the building.,She walked past the [(architecture) a tall vertical cylindrical structure standing upright and used to support a structure] columns at the front of the building.
1040,columns,an article giving opinions or perspectives,3.461639642715454,1.6,She walked past the columns at the front of the building.,She walked past the [an article giving opinions or perspectives] columns at the front of the building.
1041,columns,(architecture) a tall vertical cylindrical structure standing upright and used to support a structure,3.4083285331726074,5.0,She walked past the columns at the front of the building.,She walked past the [(architecture) a tall vertical cylindrical structure standing upright and used to support a structure] columns at the front of the building.
1042,columns,an article giving opinions or perspectives,3.664865732192993,1.2,She walked past the columns at the front of the building.,She walked past the [an article giving opinions or perspectives] columns at the front of the building.
1043,columns,(architecture) a tall vertical cylindrical structure standing upright and used to support a structure,3.5945866107940674,5.0,She walked past the columns at the front of the building.,She walked past the [(architecture) a tall vertical cylindrical structure standing upright and used to support a structure] columns at the front of the building.
1044,column,an article giving opinions or perspectives,3.665919780731201,4.8,It was her favorite column in the architecture magazine.,It was her favorite [an article giving opinions or perspectives] column in the architecture magazine.
1045,column,(architecture) a tall vertical cylindrical structure standing upright and used to support a structure,3.5595643520355225,2.2,It was her favorite column in the architecture magazine.,It was her favorite [(architecture) a tall vertical cylindrical structure standing upright and used to support a structure] column in the architecture magazine.
1046,column,an article giving opinions or perspectives,3.9319090843200684,4.6,It was her favorite column in the architecture magazine.,It was her favorite [an article giving opinions or perspectives] column in the architecture magazine.
1047,column,(architecture) a tall vertical cylindrical structure standing upright and used to support a structure,3.73104190826416,2.2,It was her favorite column in the architecture magazine.,It was her favorite [(architecture) a tall vertical cylindrical structure standing upright and used to support a structure] column in the architecture magazine.
1048,column,an article giving opinions or perspectives,3.685656785964966,4.8,It was her favorite column in the architecture magazine.,It was her favorite [an article giving opinions or perspectives] column in the architecture magazine.
1049,column,(architecture) a tall vertical cylindrical structure standing upright and used to support a structure,3.5216174125671387,1.6,It was her favorite column in the architecture magazine.,It was her favorite [(architecture) a tall vertical cylindrical structure standing upright and used to support a structure] column in the architecture magazine.
1050,cuckoo,any of numerous European and North American birds having pointed wings and a long tail,3.33210825920105,3.6,She had a hard time concentrating on her date because of the cuckoo in the corner.,She had a hard time concentrating on her date because of the [any of numerous European and North American birds having pointed wings and a long tail] cuckoo in the corner.
1051,cuckoo,a man who is a stupid incompetent fool,3.2450971603393555,1.0,She had a hard time concentrating on her date because of the cuckoo in the corner.,She had a hard time concentrating on her date because of the [a man who is a stupid incompetent fool] cuckoo in the corner.
